id,title,company,location,experience,description,deadline,url,scraped_at
338,Manager – Strategy & Advisory,Finance,Addis Ababa,5 years - 8 years,"The candidates must hold a Bachelor’s degree in Business, Economics, Finance, Engineering, Public Policy, or related field (Master’s preferred). 5–8 years of relevant experience in consulting, advisory, strategy, banking, or development finance.",2 days left 2026-05-062026-04-24T11:33:02.086265+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69eb31324c126d793443c257?save=true,2026-05-03 12:18:30
339,Project Administration (HR) (3),Business,Addis Ababa,2 years - 3 years,"Bachelor's Degree or diploma  in Management, Education or in a related field with relevant work experience",2 days left 2026-05-062026-04-30T11:20:45.255051+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69f2715ac0a577201055f02c?save=true,2026-05-03 12:18:30
340,Deputy Operation Manager (2),Engineering,Addis Ababa,15 years,Bachelor's Degree in Civil Engineering or in a related field of study with relevant work experience,2 days left 2026-05-062026-04-30T13:00:00.898939+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69f27164b1758120106bd7e1?save=true,2026-05-03 12:18:30
341,Business Analysis Officer for Addis Ababa,ICT,Addis Ababa,4 years,"The role requires a Bachelor’s degree in Information Technology or related fields, with professional ICT qualifications in Microsoft systems and ERP systems as an advantage.",2 days left 2026-05-062026-04-30T06:14:45.95984+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69f1200700bc992ebacfcad2?save=true,2026-05-03 12:18:30
342,Business Development Director,Business,Addis Ababa,12 years,"The candidates must hold a Bachelor’s degree in Business, Finance, Economics, Public Policy, or related field (Master’s preferred). 12–15+ years of experience in business development, client relationship management, consulting, banking, or development advisory roles.",2 days left 2026-05-062026-04-24T11:43:56.12559+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69eb3152c2c2c479349e42c3?save=true,2026-05-03 12:18:30
343,Neonatology Unit Nurse,Health Care,Addis Ababa,3 years - 6 years,Candidates must hold a BSc/Diploma in Midwifery or Nursing and possess 3 years of experience for degree holders or 6 years for diploma holders with directly relevant experience. The position is located at the Family Guidance Association of Ethiopia’s AA Area Office near Bethezata Hospital.,2 days left 2026-05-062026-04-27T11:56:36.931089+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69eea7120fc0472c2f1e2aa9?save=true,2026-05-03 12:18:30
344,General Service Officer,Business,Addis Ababa,3 years - 5 years,Bachelor of Science (BSc) or Bachelor of Art (BA) in any field with 0 experience or Diploma in any field with at least 3 to 5 years of relevant experience,2 days left 2026-05-062026-04-30T14:07:07.04639+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69f31abcb3e9da45b8665449?save=true,2026-05-03 12:18:30
345,Electrical Supervisor,Engineering,Akaki,4 years,"AMG Holdings seeks a qualified Electrical Supervisor to oversee the safe and efficient operation, maintenance, and repair of all electrical systems within its plant. Candidates must hold a Bachelor's degree in Electrical Engineering (or related field) and possess at least four years of relevant experience.",2 days left 2026-05-062026-04-23T11:57:00.719472+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e9e02fba1aa47620f6c617?save=true,2026-05-03 12:18:30
346,Attorney,Legal Services,Addis Ababa,4 years,"Candidates must hold an LLB degree and possess four years of relevant experience, including two years as an Associate Attorney or in a similar role. The position offers compensation aligned with the bank’s salary scale plus attractive fringe benefits.",2 days left 2026-05-062026-04-27T12:51:06.902101+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69ee7ce62443036d95494cb6?save=true,2026-05-03 12:18:30
347,Nurse,Health Care,Addis Ababa,2 years - 4 years,"The position requires a Bachelor's degree or Diploma in Nursing and 2–4 years of experience as a junior nurse. The role encompasses general nursing duties, safe abortion care, instrument preparation for surgeries, operation theatre support, antenatal care, and related tasks such as inventory management and reporting.",2 days left 2026-05-062026-04-27T12:30:10.846184+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69ee7ce1d4d50c6deb681a7d?save=true,2026-05-03 12:18:30
348,Production Shift Leader,Engineering,Gelana,2 years,"The candidate must hold a Bachelor's degree in Mechanical, Industrial, Electrical Engineering or related field and have at least two years of relevant experience. Responsibilities include supervising production activities during the shift, ensuring safe and efficient operations, and planning tasks effectively.",2 days left 2026-05-062026-04-23T12:06:14.809717+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e9e0413d3a787620725d06?save=true,2026-05-03 12:18:30
349,Senior Sanitary engineer,Engineering,Addis Ababa,4 years - 6 years,Candidates must hold a Master's Degree or Bachelor's Degree in Civil Engineering (or related fields) and have 4–6 years of relevant experience. The role involves ensuring that all drainage and wastewater solutions meet regulatory standards and operate efficiently.,3 days left 2026-05-072026-04-27T14:06:54.651094+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69ee7d4490b5c46d955e5812?save=true,2026-05-03 12:18:30
350,Sanitary and Plumbing Technician,Low and Medium Skilled Worker,Addis Ababa,2 years - 10 years,10ኛ/12ኛ/8ኛ ክፍል ያጠናቀቀ/ቀች ወይም ደረጃ 1/2/3 በቧንቧ ስራ ወይም በተመሳሳይ የትምሀርት መስክ የተመረቀ/ቀች አግባብነት ካለው የስራ ልምድ ጋር,3 days left 2026-05-072026-04-30T13:18:13.743191+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69f35659707ac954a8530102?save=true,2026-05-03 12:18:30
351,Export Documentation Officer,Business,Addis Ababa,2 years,"Candidates must hold a Bachelor's degree in a relevant field and possess at least two years of experience handling export paperwork. The role requires meticulous attention to detail, strong organizational skills, and the ability to work independently.",3 days left 2026-05-072026-04-28T10:48:21.601559+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69ee7d04e28c126d95ce218f?save=true,2026-05-03 12:18:30
352,"Safety, Health & Environment Head",Health Care,Addis Ababa,4 years,"The role requires a BA/BSC degree in Safety Health & Environment Science or related fields and at least four years of relevant experience. Candidates must submit a comprehensive CV along with copies of their educational qualifications and work experience certificates in one PDF file. Applications are accepted via email to elhadarvacancy@gmail.com, with an optional in-person submission at the Addis Ababa office near Saint Urael Church.",3 days left 2026-05-072026-04-28T07:29:19.714351+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69ee7d27022f216deb1b6f99?save=true,2026-05-03 12:18:30
353,Digital Marketing & Promotion Officer,Business,Addis Ababa,1 years,"The role requires a Bachelor’s degree in Economics, Management, Marketing Management, Statistics, or a related field from a recognized institution, along with a mandatory certificate in Graphic Design. Candidates should have a minimum of 1 year of relevant professional experience and demonstrate strong analytical, communication, and creative skills.",3 days left 2026-05-072026-04-30T10:50:12.505283+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69f2717a4dcf49201008505f?save=true,2026-05-03 12:18:30
354,Office Engineer I,Engineering,Addis Ababa,2 years,"The position requires a Master's Degree or Bachelor's Degree degree in Civil Engineering, COTM or related fields. Candidates must have at least two years of experience and be able to work from the duty station located outside Addis Ababa. Applicants should submit a comprehensive CV and relevant certificates via email or in person.",3 days left 2026-05-072026-04-28T08:36:28.516132+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69ee7d235f571e6deb4e7137?save=true,2026-05-03 12:18:30
355,Guest House Administrator,Hospitality,Addis Ababa,2 years,"ELFORA Agro-industries PLC is seeking a qualified Guest House Administrator with a first degree in Real Estate Management, Business Administration, Marketing Management, Economics, Hotel Management or a related field. The candidate must have at least two years of relevant work experience and be able to authenticate their educational credentials within six months.",3 days left 2026-05-072026-04-30T06:26:03.542603+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69f077827969907d94aad0b0?save=true,2026-05-03 12:18:30
356,Mechanical Engineer (Part Time),Engineering,Bonga,8 years - 10 years,"The role requires a qualified Mechanical Engineer with at least an Master's Degree or Bachelor's Degree in Mechanical Engineering (or related field) and PPME certification. Candidates must bring minimum 8 to 10 years of professional experience, including 4 to 5 years in a similar position. Applicants should submit original documents in person to the head office for consideration.",3 days left 2026-05-072026-04-28T08:42:52.34309+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69ee7d2433d35d6debaf5087?save=true,2026-05-03 12:18:30
357,Quantity Surveyor,Engineering,Bonga,4 years,"The position requires a Diploma in Civil/Building Engineering, AE III or equivalent. Candidates must have at least four years of general work experience, including two years in a similar role. The role is based on the Bonga Project and offers negotiable compensation according to company scale.",3 days left 2026-05-072026-04-28T08:56:53.946357+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69ee7d2e5be56d6deb61e58a?save=true,2026-05-03 12:18:30
358,Technical Manager,Health Care,Addis Ababa,3 years,"The role of Technical Manager requires a Bachelor’s degree in Pharmacy (B. Pharm) and licensure as a pharmacist. Candidates must have at least three years’ proven experience managing technical operations within a pharmaceutical import company. The position demands deep knowledge of EFDA guidelines, Ethiopian import regulations, and strong leadership capabilities.

Applicants should demonstrate excellent problem‑solving and organizational skills, with fluency in both Amharic and English. High integrity and professional ethics are essential for maintaining compliance standards.

The successful candidate will be based in Addis Ababa and will work closely with regulatory bodies to ensure the company’s import processes meet national and international standards.",3 days left 2026-05-072026-04-23T08:50:47.42361+00:00,https://www.hahu.jobshttps://app.hahu.jobs/app/jobs/69e88e42fb02ee7c1e29fff6?save=true,2026-05-03 12:18:30
